Date,SPY
2022-10-13,348.33514404296875
2022-10-14,340.39691162109375
2022-10-17,349.1441345214844
2022-10-18,353.2464294433594
2022-10-19,350.7431335449219
2022-10-20,347.80206298828125
2022-10-21,356.2541809082031
2022-10-24,360.6134948730469
2022-10-25,366.3719177246094
2022-10-26,363.6117248535156
2022-10-27,361.6699523925781
2022-10-28,370.2743835449219
2022-10-31,367.5997314453125
2022-11-01,365.99114990234375
2022-11-02,356.8062438964844
2022-11-03,353.1322326660156
2022-11-04,358.2149658203125
2022-11-07,361.64141845703125
2022-11-08,363.5926208496094
2022-11-09,356.1018981933594
2022-11-10,375.671142578125
2022-11-11,379.3070983886719
2022-11-14,376.0804443359375
2022-11-15,379.2880554199219
2022-11-16,376.39447021484375
2022-11-17,375.2427978515625
2022-11-18,376.9465637207031
2022-11-21,375.575927734375
2022-11-22,380.630126953125
2022-11-23,383.0286560058594
2022-11-25,382.9429931640625
2022-11-28,376.8323669433594
2022-11-29,376.1850891113281
2022-11-30,388.0351867675781
2022-12-01,387.7496337890625
2022-12-02,387.3023376464844
2022-12-05,380.3350830078125
2022-12-06,374.8525695800781
2022-12-07,374.21490478515625
2022-12-08,377.1464538574219
2022-12-09,374.3290710449219
2022-12-12,379.7258605957031
2022-12-13,382.600341796875
2022-12-14,380.1541748046875
2022-12-15,370.8550109863281
2022-12-16,366.4765319824219
2022-12-19,363.3690490722656
2022-12-20,363.8663330078125
2022-12-21,369.306884765625
2022-12-22,364.0382995605469
2022-12-23,366.1323547363281
2022-12-27,364.6885681152344
2022-12-28,360.15618896484375
2022-12-29,366.6391296386719
2022-12-30,365.6734313964844
2023-01-03,364.1340026855469
2023-01-04,366.9452209472656
2023-01-05,362.757080078125
2023-01-06,371.0758361816406
2023-01-09,370.86553955078125
2023-01-10,373.4663391113281
2023-01-11,378.1899108886719
2023-01-12,379.5667419433594
2023-01-13,381.0392761230469
2023-01-17,380.34130859375
2023-01-18,374.33642578125
2023-01-19,371.6112976074219
2023-01-20,378.5340881347656
2023-01-23,383.07598876953125
2023-01-24,382.6648254394531
2023-01-25,382.8082580566406
2023-01-26,387.01544189453125
2023-01-27,387.9046325683594
2023-01-30,383.0376892089844
2023-01-31,388.6697082519531
2023-02-01,392.8003234863281
2023-02-02,398.5182800292969
2023-02-03,394.2824401855469
2023-02-06,391.8728942871094
2023-02-07,396.9980773925781
2023-02-08,392.65692138671875
2023-02-09,389.25286865234375
2023-02-10,390.16131591796875
2023-02-13,394.7414245605469
2023-02-14,394.5597839355469
2023-02-15,395.8409729003906
2023-02-16,390.39080810546875
2023-02-17,389.4154968261719
2023-02-21,381.60345458984375
2023-02-22,381.0775146484375
2023-02-23,383.1046447753906
2023-02-24,379.01220703125
2023-02-27,380.30303955078125
2023-02-28,378.8974304199219
2023-03-01,377.4440612792969
2023-03-02,380.3795471191406
2023-03-03,386.47991943359375
2023-03-06,386.74774169921875
2023-03-07,380.8193664550781
2023-03-08,381.44091796875
2023-03-09,374.4033508300781
2023-03-10,369.0009765625
2023-03-13,368.47503662109375
2023-03-14,374.56597900390625
2023-03-15,372.2232971191406
2023-03-16,378.7539978027344
2023-03-17,374.3253173828125
2023-03-20,377.9246826171875
2023-03-21,382.8870849609375
2023-03-22,376.3601989746094
2023-03-23,377.377685546875
2023-03-24,379.8540344238281
2023-03-27,380.5642395019531
2023-03-28,379.71002197265625
2023-03-29,385.22906494140625
2023-03-30,387.4846496582031
2023-03-31,392.94610595703125
2023-04-03,394.4434814453125
2023-04-04,392.25506591796875
2023-04-05,391.22802734375
2023-04-06,392.7541198730469
2023-04-10,393.1572265625
2023-04-11,393.2628479003906
2023-04-12,391.6599426269531
2023-04-13,396.8622741699219
2023-04-14,395.892822265625
2023-04-17,397.3133850097656
2023-04-18,397.572509765625
2023-04-19,397.5053405761719
2023-04-20,395.3360900878906
2023-04-21,395.64324951171875
2023-04-24,396.0560302734375
2023-04-25,389.76910400390625
2023-04-26,388.11810302734375
2023-04-27,395.8448181152344
2023-04-28,399.223388671875
2023-05-01,398.82025146484375
2023-05-02,394.3378601074219
2023-05-03,391.631103515625
2023-05-04,388.8572692871094
2023-05-05,396.0560302734375
2023-05-08,396.1615295410156
2023-05-09,394.4241943359375
2023-05-10,396.26715087890625
2023-05-11,395.5760803222656
2023-05-12,395.0577392578125
2023-05-15,396.4207458496094
2023-05-16,393.7715759277344
2023-05-17,398.5515441894531
2023-05-18,402.390869140625
2023-05-19,401.8053283691406
2023-05-22,401.96856689453125
2023-05-23,397.4573059082031
2023-05-24,394.57781982421875
2023-05-25,397.9947814941406
2023-05-26,403.1491394042969
2023-05-30,403.30267333984375
2023-05-31,401.06634521484375
2023-06-01,404.8768615722656
2023-06-02,410.7318420410156
2023-06-05,409.9447937011719
2023-06-06,410.8374328613281
2023-06-07,409.4168395996094
2023-06-08,411.8932189941406
2023-06-09,412.63226318359375
2023-06-12,416.3756103515625
2023-06-13,419.12078857421875
2023-06-14,419.6198425292969
2023-06-15,424.8221740722656
2023-06-16,423.3751220703125
2023-06-20,421.1785888671875
2023-06-21,419.0205383300781
2023-06-22,420.53314208984375
2023-06-23,417.3539123535156
2023-06-26,415.648681640625
2023-06-27,420.2055969238281
2023-06-28,420.41754150390625
2023-06-29,422.0745544433594
2023-06-30,427.0552978515625
2023-07-03,427.546630859375
2023-07-05,426.91082763671875
2023-07-06,423.56787109375
2023-07-07,422.4984436035156
2023-07-10,423.56787109375
2023-07-11,426.265380859375
2023-07-12,429.695068359375
2023-07-13,433.1054382324219
2023-07-14,432.835693359375
2023-07-17,434.3385925292969
2023-07-18,437.5660095214844
2023-07-19,438.5390319824219
2023-07-20,435.6295471191406
2023-07-21,435.6295471191406
2023-07-24,437.5756530761719
2023-07-25,438.770263671875
2023-07-26,438.8376770019531
2023-07-27,435.92822265625
2023-07-28,440.19610595703125
2023-07-31,441.0343017578125
2023-08-01,439.7721862792969
2023-08-02,433.65460205078125
2023-08-03,432.4118347167969
2023-08-04,430.4561767578125
2023-08-07,434.21337890625
2023-08-08,432.3250732421875
2023-08-09,429.4349060058594
2023-08-10,429.589111328125
2023-08-11,429.33856201171875
2023-08-14,431.70855712890625
2023-08-15,426.67962646484375
2023-08-16,423.5486145019531
2023-08-17,420.32122802734375
2023-08-18,420.5235290527344
2023-08-21,423.259521484375
2023-08-22,422.11309814453125
2023-08-23,426.814453125
2023-08-24,420.89923095703125
2023-08-25,423.86651611328125
2023-08-28,426.55438232421875
2023-08-29,432.7200927734375
2023-08-30,434.50244140625
2023-08-31,433.8665466308594
2023-09-01,434.67584228515625
2023-09-05,432.7971496582031
2023-09-06,429.88775634765625
2023-09-07,428.56787109375
2023-09-08,429.21331787109375
2023-09-11,432.0361328125
2023-09-12,429.66619873046875
2023-09-13,430.16717529296875
