Date,Close,High,Low,Open,Volume
2015-01-02,24.19260597229004,24.659508126434403,23.754469685489944,24.648443422251393,212818400
2015-01-05,23.511056900024414,24.042130522942855,23.32518206053304,23.962469395093265,257142000
2015-01-06,23.51327133178711,23.7721691658831,23.15258296070491,23.57522961465761,263188400
2015-01-07,23.842987060546875,23.942562665319258,23.61064173176176,23.721282042947593,160423600
2015-01-08,24.759082794189453,24.816616214984087,24.053197237023646,24.170477357014917,237458000
2015-01-09,24.785633087158203,25.06002047662429,24.387327450645735,24.931677361721775,214798000
2015-01-12,24.17490577697754,24.922833604234494,24.075330181337428,24.916195456290087,198603200
2015-01-13,24.389541625976562,24.960445829902344,24.099664655994744,24.65729087939062,268367600
2015-01-14,24.29660987854004,24.449292340286082,24.008944431257838,24.12843615451797,195826400
2015-01-15,23.637191772460938,24.35414038758057,23.601787757118135,24.34086409285663,240056000
2015-01-16,23.45353126525879,23.80536831130288,23.278719381634467,23.683663301109657,314053200
2015-01-20,24.05762481689453,24.112944961639695,23.566381661439586,23.86289682691998,199599600
2015-01-21,24.241291046142578,24.575423545445133,23.95805045253569,24.10852133204305,194303600
2015-01-22,24.87193489074707,24.88742446217416,24.278902931738003,24.39839463484841,215185600
2015-01-23,25.00027847290039,25.170663761693863,24.679420647171945,24.849807624202118,185859200
2015-01-26,25.026826858520508,25.30564079070656,24.960443714443343,25.168446258435488,222460000
2015-01-27,24.150556564331055,24.88963440186182,24.126215571319666,24.8763564222506,382274800
2015-01-28,25.515857696533203,26.13765714169229,25.515857696533203,26.029228465091716,585908400
2015-01-29,26.310256958007812,26.374428518206834,25.571179064885065,25.739352750639867,337745600
2015-01-30,25.925230026245117,26.55366597735562,25.856631907802715,26.19961743530487,334982000
2015-02-02,26.25051498413086,26.3700067016786,25.68625050976509,26.122173528901243,250956400
2015-02-03,26.25493812561035,26.35230042157659,26.0248061463723,26.221745704792397,207662800
2015-02-04,26.456300735473633,26.66651826072673,26.179700061379986,26.22174390407791,280598800
2015-02-05,26.645137786865234,26.709562617574388,26.491851062250362,26.662908809726655,168984800
2015-02-06,26.420757293701172,26.714000306189355,26.314122700569396,26.662904175232608,174826400
2015-02-09,26.596263885498047,26.62292126746555,26.309685165049736,26.336344241916905,155559200
2015-02-10,27.107213973999023,27.136095061304506,26.69400934269236,26.696229661023946,248034000
2015-02-11,27.742576599121094,27.75146295792522,27.213850962022807,27.27383176532612,294247200
2015-02-12,28.093576431274414,28.320174313577628,27.895859634991865,28.004714549879026,297898000
2015-02-13,28.231313705444336,28.27574380069617,27.913633609185215,28.27574380069617,217088800
2015-02-17,28.39793586730957,28.631198160176517,28.195774987504898,28.322402653515553,252609600
2015-02-18,28.59563636779785,28.608965052945706,28.313500102909426,28.35348785325192,179566800
2015-02-19,28.535654067993164,28.664503674867408,28.50899669753569,28.542318410607532,149449600
2015-02-20,28.768924713134766,28.768924713134766,28.446802295850947,28.573428232665083,195793600
2015-02-23,29.546464920043945,29.546464920043945,28.804471802520936,28.884447331881436,283896400
2015-02-24,29.362071990966797,29.679753737991085,29.13991815577165,29.533131393210645,276912400
2015-02-25,28.611196517944336,29.235451763904805,28.469018171309017,29.226563710478064,298846800
2015-02-26,28.97330665588379,29.073275217137283,28.126900972912463,28.611194771331103,365150000
2015-02-27,28.537885665893555,29.006630434896266,28.4890115466763,28.880001110615524,248059200
2015-03-02,28.677839279174805,28.94220289932046,28.502339231657224,28.713384708226034,192386800
2015-03-03,28.737823486328125,28.773368917506,28.45568713477693,28.648963298182327,151265200
2015-03-04,28.5556583404541,28.78225624796574,28.506787605303753,28.680067361107007,126665200
2015-03-05,28.08247184753418,28.60231109584079,27.938071491371385,28.56454534427654,226068400
2015-03-06,28.124677658081055,28.740043089670174,28.049146161056143,28.524553579488252,291368400
2015-03-09,28.244647979736328,28.784483743692554,27.782567440194263,28.426814118126977,354114000
2015-03-10,27.660377502441406,28.26241425789635,27.502648465689692,28.08247017418936,275426400
2015-03-11,27.15608787536621,27.718136880404018,27.12720848319452,27.713694548877402,275756000
2015-03-12,27.647048950195312,27.747019210467062,27.02057509311064,27.171639795275006,193450800
2015-03-13,27.456005096435547,27.8581048871833,27.231630833560374,27.635950943417722,207309200
2015-03-16,27.75812530517578,27.75812530517578,27.296046544920685,27.520420732700014,143497200
2015-03-17,28.222427368164062,28.284630179522154,27.91363362970817,27.969172096263538,204092400
2015-03-18,28.54010772705078,28.693394438520734,28.073584942676437,28.21354126951889,261083600
2015-03-19,28.32462501525879,28.71339437821332,28.30240996206994,28.602317417369168,183238000
2015-03-20,27.96917724609375,28.52456031900796,27.804783829392747,28.491238588858963,274780400
2015-03-23,28.26019287109375,28.402371208638087,28.106906162375846,28.240199836860707,150838800
2015-03-24,28.144668579101562,28.444574208412945,28.11578749716998,28.26463184776562,131369200
2015-03-25,27.409343719482422,28.17355357044147,27.409343719482422,28.11135075836797,206620800
2015-03-26,27.600391387939453,27.7425697036676,27.236059242023675,27.27160466840532,190291600
2015-03-27,27.380462646484375,27.70258505848325,27.304931149287167,27.67370566747833,158184800
2015-03-30,28.073593139648438,28.0802574864583,27.54708770796922,27.558196082585656,188398800
2015-03-31,27.64260482788086,28.100241236455535,27.62705412549918,28.011379353603317,168362400
2015-04-01,27.60262107849121,27.79589557467753,27.347143763734493,27.729248729123714,162485600
2015-04-02,27.840320587158203,27.893637036917603,27.589287345262466,27.77589576687005,128880400
2015-04-06,28.291292190551758,28.326837619766778,27.620388315662122,27.651489718775586,148776000
2015-04-07,27.993606567382812,28.462349622438023,27.98694222319662,28.3557167256603,140049200
2015-04-08,27.90252685546875,28.08025063657794,27.762570521902486,27.958065325202924,149316800
2015-04-09,28.115785598754883,28.12022962409006,27.693694716461955,27.958056597337166,129936000
2015-04-10,28.235755920410156,28.260192981167595,27.82699362210292,27.98027863651839,160752000
2015-04-13,28.18021583557129,28.56232242775019,28.126899385571637,28.517888945434937,145460400
2015-04-14,28.058029174804688,28.27796099011317,27.971389317413493,28.21353617655832,102098400
2015-04-15,28.16466522216797,28.242418731765728,27.993607501052892,28.08246938126436,115881600
2015-04-16,28.029157638549805,28.235760836901022,28.015828946688366,28.053594703562297,113476000
2015-04-17,27.713695526123047,28.022489272545602,27.649270699868765,27.891419301645175,207828000
2015-04-20,28.346830368041992,28.462349622032768,27.806996455276874,27.895858332523268,188217200
2015-04-21,28.19355010986328,28.48012712747022,28.140231957606513,28.457913773045995,129740400
2015-04-22,28.573436737060547,28.628975218287795,28.062483726709793,28.21132644962284,150618000
2015-04-23,28.806697845458984,28.97331328225374,28.466802625581657,28.502348065649812,183083600
2015-04-24,28.942203521728516,29.019958725725385,28.70894129953666,28.98885732208639,178103600
2015-04-27,29.46870994567871,29.575346245548285,29.135479135634252,29.393178442287084,387816800
2015-04-28,29.00441551208496,29.88858717244409,28.78448529879101,29.87081784170909,475696000
2015-04-29,28.5778751373291,29.23322840880269,28.502343631285193,28.91554998584197,253544400
2015-04-30,27.802560806274414,28.57787743942009,27.675933151606497,28.57787743942009,332781600
2015-05-01,28.646730422973633,28.908873656774357,27.835870448777158,28.013592463096032,234050400
2015-05-04,28.591203689575195,29.00663375040625,28.49345543996789,28.768927471606737,203953200
2015-05-05,27.94696044921875,28.535666910420105,27.942516422209852,28.46902006448425,197085600
2015-05-06,27.771453857421875,28.15800109012273,27.4048996580972,28.115791315351583,288564000
2015-05-07,27.94322395324707,28.12615094289495,27.666601323454554,27.833912656741475,175763600
2015-05-08,28.46970558166504,28.46970558166504,28.132851520225067,28.26000810339415,222201600
2015-05-11,28.17969512939453,28.456316106647098,28.025768130626794,28.41839260613247,168143200
2015-05-12,28.079315185546875,28.304626645579297,27.84507854462574,28.019082128405064,192640000
2015-05-13,28.110536575317383,28.3737731531699,28.079305261163608,28.14176788947116,138776800
2015-05-14,28.76639747619629,28.76639747619629,28.367082551285613,28.422853001376712,180814000
2015-05-15,28.72624397277832,28.88686313904668,28.601318711004723,28.793169192716487,152832000
2015-05-18,29.043025970458984,29.161259076095174,28.63478578527864,28.639248375290993,203531600
2015-05-19,29.016250610351562,29.19694631905053,28.92032366877132,29.154560233512147,178532800
2015-05-20,29.014013290405273,29.219248102045974,28.85339415017211,29.000628929378767,145819600
2015-05-21,29.31072235107422,29.36426321724016,28.962715230892304,29.016256097058246,158921600
2015-05-22,29.567262649536133,29.663189601300626,29.312949513264282,29.35756860001525,182384000
2015-05-26,28.915868759155273,29.649809963330227,28.804327832413943,29.580655133384035,282790400
2015-05-27,29.455717086791992,29.504795351297332,29.01178651779987,29.07647873703444,183332800
